"symbol"	"ensembl_gene_id"	"gene_family"	"name"	"refseq_accession"
"ACVR1"	"ENSG00000115170"	"Type 1 receptor serine/threonine kinases"	"activin A receptor type 1"	"NM_001105"
"ACVR1B"	"ENSG00000135503"	"Type 1 receptor serine/threonine kinases"	"activin A receptor type 1B"	"NM_020328"
"ACVR1C"	"ENSG00000123612"	"Type 1 receptor serine/threonine kinases"	"activin A receptor type 1C"	"NM_145259"
"ACVR2A"	"ENSG00000121989"	"Type 2 receptor serine/threonine kinases"	"activin A receptor type 2A"	"NM_001616"
"ACVR2B"	"ENSG00000114739"	"Type 2 receptor serine/threonine kinases"	"activin A receptor type 2B"	"NM_001106"
"ACVRL1"	"ENSG00000139567"	"Type 1 receptor serine/threonine kinases"	"activin A receptor like type 1"	"NM_000020"
"ACY1"	"ENSG00000243989"	"NULL"	"aminoacylase 1"	"NM_000666"
"ACY3"	"ENSG00000132744"	"NULL"	"aminoacylase 3"	"NM_080658"
"ACYP1"	"ENSG00000119640"	"NULL"	"acylphosphatase 1"	"NM_001107"
"ACYP2"	"ENSG00000170634"	"NULL"	"acylphosphatase 2"	"NM_001320586"
"ADA"	"ENSG00000196839"	"Adenosine deaminase family"	"adenosine deaminase"	"NM_000022"
"ADA2"	"ENSG00000093072"	"Adenosine deaminase family"	"adenosine deaminase 2"	"NM_001282225"
"ADAD1"	"ENSG00000164113"	"Adenosine deaminases acting on RNA"	"adenosine deaminase domain containing 1"	"NM_139243"
"ADAD2"	"ENSG00000140955"	"Adenosine deaminases acting on RNA"	"adenosine deaminase domain containing 2"	"NM_139174"
"ADAL"	"ENSG00000168803"	"Adenosine deaminase family"	"adenosine deaminase like"	"NM_001324366"
"ADAM2"	"ENSG00000104755"	"ADAM metallopeptidase domain containing"	"ADAM metallopeptidase domain 2"	"NM_001464"
"ADAM7"	"ENSG00000069206"	"ADAM metallopeptidase domain containing"	"ADAM metallopeptidase domain 7"	"NM_003817"
"ADAM8"	"ENSG00000151651"	"ADAM metallopeptidase domain containing;CD molecules"	"ADAM metallopeptidase domain 8"	"NM_001109"
"ADAM9"	"ENSG00000168615"	"ADAM metallopeptidase domain containing"	"ADAM metallopeptidase domain 9"	"NM_003816"
"ADAM10"	"ENSG00000137845"	"ADAM metallopeptidase domain containing;CD molecules"	"ADAM metallopeptidase domain 10"	"NM_001110"
"ADAM11"	"ENSG00000073670"	"ADAM metallopeptidase domain containing"	"ADAM metallopeptidase domain 11"	"NM_002390"
"ADAM12"	"ENSG00000148848"	"ADAM metallopeptidase domain containing"	"ADAM metallopeptidase domain 12"	"NM_001288973"
"ADAM15"	"ENSG00000143537"	"ADAM metallopeptidase domain containing"	"ADAM metallopeptidase domain 15"	"NM_003815"
"ADAM17"	"ENSG00000151694"	"ADAM metallopeptidase domain containing;CD molecules"	"ADAM metallopeptidase domain 17"	"NM_003183"
"ADAM18"	"ENSG00000168619"	"ADAM metallopeptidase domain containing"	"ADAM metallopeptidase domain 18"	"NM_014237"
"ADAM19"	"ENSG00000135074"	"ADAM metallopeptidase domain containing"	"ADAM metallopeptidase domain 19"	"NM_033274"
"ADAM20"	"ENSG00000134007"	"ADAM metallopeptidase domain containing"	"ADAM metallopeptidase domain 20"	"NM_003814"
"ADAM21"	"ENSG00000139985"	"ADAM metallopeptidase domain containing"	"ADAM metallopeptidase domain 21"	"NM_003813"
"ADAM22"	"ENSG00000008277"	"ADAM metallopeptidase domain containing"	"ADAM metallopeptidase domain 22"	"NM_021723"
"ADAM23"	"ENSG00000114948"	"ADAM metallopeptidase domain containing"	"ADAM metallopeptidase domain 23"	"NM_003812"
"ADAM28"	"ENSG00000042980"	"ADAM metallopeptidase domain containing"	"ADAM metallopeptidase domain 28"	"NM_021778"
"ADAM29"	"ENSG00000168594"	"ADAM metallopeptidase domain containing"	"ADAM metallopeptidase domain 29"	"NM_001130703"
"ADAM30"	"ENSG00000134249"	"ADAM metallopeptidase domain containing"	"ADAM metallopeptidase domain 30"	"NM_021794"
"ADAM32"	"ENSG00000197140"	"ADAM metallopeptidase domain containing"	"ADAM metallopeptidase domain 32"	"NM_145004"
"ADAM33"	"ENSG00000149451"	"ADAM metallopeptidase domain containing"	"ADAM metallopeptidase domain 33"	"NM_025220"
"ADAMDEC1"	"ENSG00000134028"	"NULL"	"ADAM like decysin 1"	"NM_014479"
"ADAMTS1"	"ENSG00000154734"	"ADAM metallopeptidases with thrombospondin type 1 motif"	"ADAM metallopeptidase with thrombospondin type 1 motif 1"	"NM_006988"
"ADAMTS2"	"ENSG00000087116"	"ADAM metallopeptidases with thrombospondin type 1 motif"	"ADAM metallopeptidase with thrombospondin type 1 motif 2"	"NM_014244"
"ADAMTS3"	"ENSG00000156140"	"ADAM metallopeptidases with thrombospondin type 1 motif"	"ADAM metallopeptidase with thrombospondin type 1 motif 3"	"NM_014243"
"ADAMTS4"	"ENSG00000158859"	"ADAM metallopeptidases with thrombospondin type 1 motif"	"ADAM metallopeptidase with thrombospondin type 1 motif 4"	"NM_005099"
"ADAMTS5"	"ENSG00000154736"	"ADAM metallopeptidases with thrombospondin type 1 motif"	"ADAM metallopeptidase with thrombospondin type 1 motif 5"	"NM_007038"
"ADAMTS6"	"ENSG00000049192"	"ADAM metallopeptidases with thrombospondin type 1 motif"	"ADAM metallopeptidase with thrombospondin type 1 motif 6"	"NM_197941"
"ADAMTS7"	"ENSG00000136378"	"ADAM metallopeptidases with thrombospondin type 1 motif"	"ADAM metallopeptidase with thrombospondin type 1 motif 7"	"NM_014272"
"ADAMTS8"	"ENSG00000134917"	"ADAM metallopeptidases with thrombospondin type 1 motif"	"ADAM metallopeptidase with thrombospondin type 1 motif 8"	"NM_007037"
"ADAMTS9"	"ENSG00000163638"	"ADAM metallopeptidases with thrombospondin type 1 motif"	"ADAM metallopeptidase with thrombospondin type 1 motif 9"	"NM_001318781"
"ADAMTS10"	"ENSG00000142303"	"ADAM metallopeptidases with thrombospondin type 1 motif"	"ADAM metallopeptidase with thrombospondin type 1 motif 10"	"NM_030957"
"ADAMTS12"	"ENSG00000151388"	"ADAM metallopeptidases with thrombospondin type 1 motif"	"ADAM metallopeptidase with thrombospondin type 1 motif 12"	"NM_030955"
"ADAMTS13"	"ENSG00000160323"	"ADAM metallopeptidases with thrombospondin type 1 motif"	"ADAM metallopeptidase with thrombospondin type 1 motif 13"	"NM_139025"
"ADAMTS14"	"ENSG00000138316"	"ADAM metallopeptidases with thrombospondin type 1 motif"	"ADAM metallopeptidase with thrombospondin type 1 motif 14"	"NM_080722"
"ADAMTS15"	"ENSG00000166106"	"ADAM metallopeptidases with thrombospondin type 1 motif"	"ADAM metallopeptidase with thrombospondin type 1 motif 15"	"NM_139055"
"ADAMTS16"	"ENSG00000145536"	"ADAM metallopeptidases with thrombospondin type 1 motif"	"ADAM metallopeptidase with thrombospondin type 1 motif 16"	"NM_139056"
"ADAMTS17"	"ENSG00000140470"	"ADAM metallopeptidases with thrombospondin type 1 motif"	"ADAM metallopeptidase with thrombospondin type 1 motif 17"	"NM_139057"
"ADAMTS18"	"ENSG00000140873"	"ADAM metallopeptidases with thrombospondin type 1 motif"	"ADAM metallopeptidase with thrombospondin type 1 motif 18"	"NM_001326358"
"ADAMTS19"	"ENSG00000145808"	"ADAM metallopeptidases with thrombospondin type 1 motif"	"ADAM metallopeptidase with thrombospondin type 1 motif 19"	"NM_133638"
"ADAMTS20"	"ENSG00000173157"	"ADAM metallopeptidases with thrombospondin type 1 motif"	"ADAM metallopeptidase with thrombospondin type 1 motif 20"	"NM_025003"
"ADAMTSL1"	"ENSG00000178031"	"I-set domain containing;ADAMTS like"	"ADAMTS like 1"	"NM_001040272"
"ADAMTSL2"	"ENSG00000197859"	"ADAMTS like"	"ADAMTS like 2"	"NM_014694"
"ADAMTSL3"	"ENSG00000156218"	"I-set domain containing;Immunoglobulin like domain containing;ADAMTS like"	"ADAMTS like 3"	"NM_207517"
"ADAMTSL4"	"ENSG00000143382"	"ADAMTS like"	"ADAMTS like 4"	"NM_019032"
"ADAMTSL5"	"ENSG00000185761"	"ADAMTS like"	"ADAMTS like 5"	"NM_213604"
"ADAP1"	"ENSG00000105963"	"ArfGAPs;Pleckstrin homology domain containing"	"ArfGAP with dual PH domains 1"	"NM_006869"
"ADAP2"	"ENSG00000184060"	"ArfGAPs;Pleckstrin homology domain containing"	"ArfGAP with dual PH domains 2"	"NM_018404"
"ADAR"	"ENSG00000160710"	"Adenosine deaminases acting on RNA"	"adenosine deaminase, RNA specific"	"NM_001111"
"ADARB1"	"ENSG00000197381"	"Adenosine deaminases acting on RNA"	"adenosine deaminase, RNA specific B1"	"NM_015833"
"ADARB2"	"ENSG00000185736"	"Adenosine deaminases acting on RNA"	"adenosine deaminase, RNA specific B2 (inactive)"	"NM_018702"
"ADAT1"	"ENSG00000065457"	"Adenosine deaminases acting on RNA"	"adenosine deaminase, tRNA specific 1"	"NM_012091"
"ADAT2"	"ENSG00000189007"	"Adenosine deaminases acting on RNA"	"adenosine deaminase, tRNA specific 2"	"NM_001286259"
"ADAT3"	"ENSG00000213638"	"Adenosine deaminases acting on RNA"	"adenosine deaminase, tRNA specific 3"	"NM_138422"
"ADCK1"	"ENSG00000063761"	"NULL"	"aarF domain containing kinase 1"	"NM_020421"
"ADCK2"	"ENSG00000133597"	"NULL"	"aarF domain containing kinase 2"	"NM_052853"
"ADCK5"	"ENSG00000173137"	"NULL"	"aarF domain containing kinase 5"	"NM_174922"
"ADCY1"	"ENSG00000164742"	"Adenylate cyclases;Deafness associated genes"	"adenylate cyclase 1"	"NM_021116"
"ADCY2"	"ENSG00000078295"	"Adenylate cyclases"	"adenylate cyclase 2"	"NM_020546"
"ADCY3"	"ENSG00000138031"	"Adenylate cyclases"	"adenylate cyclase 3"	"NM_001320613"
"ADCY4"	"ENSG00000129467"	"Adenylate cyclases"	"adenylate cyclase 4"	"NM_001198568"
"ADCY5"	"ENSG00000173175"	"Adenylate cyclases"	"adenylate cyclase 5"	"NM_183357"
"ADCY6"	"ENSG00000174233"	"Adenylate cyclases"	"adenylate cyclase 6"	"NM_020983"
"ADCY7"	"ENSG00000121281"	"Adenylate cyclases"	"adenylate cyclase 7"	"NM_001114"
"ADCY8"	"ENSG00000155897"	"Adenylate cyclases"	"adenylate cyclase 8"	"NM_001115"
"ADCY9"	"ENSG00000162104"	"Adenylate cyclases"	"adenylate cyclase 9"	"NM_001116"
"ADCY10"	"ENSG00000143199"	"Adenylate cyclases"	"adenylate cyclase 10"	"NM_018417"
"ADCYAP1"	"ENSG00000141433"	"Endogenous ligands"	"adenylate cyclase activating polypeptide 1"	"NM_001117"
"ADCYAP1R1"	"ENSG00000078549"	"Vasoactive intestinal peptide receptor family"	"ADCYAP receptor type I"	"NM_001118"
"ADD1"	"ENSG00000087274"	"NULL"	"adducin 1"	"NM_014189"
"ADD2"	"ENSG00000075340"	"NULL"	"adducin 2"	"NM_001617"
"ADD3"	"ENSG00000148700"	"NULL"	"adducin 3"	"NM_019903"
"ADGB"	"ENSG00000118492"	"Calpains"	"androglobin"	"NM_024694"
"ADGRA1"	"ENSG00000197177"	"Adhesion G protein-coupled receptors, subfamily A"	"adhesion G protein-coupled receptor A1"	"NM_001083909"
"ADGRA2"	"ENSG00000020181"	"Immunoglobulin like domain containing;Adhesion G protein-coupled receptors, subfamily A"	"adhesion G protein-coupled receptor A2"	"NM_032777"
"ADGRA3"	"ENSG00000152990"	"I-set domain containing;Adhesion G protein-coupled receptors, subfamily A"	"adhesion G protein-coupled receptor A3"	"NM_145290"
"ADGRB1"	"ENSG00000181790"	"Adhesion G protein-coupled receptors, subfamily B"	"adhesion G protein-coupled receptor B1"	"NM_001702"
"ADGRB2"	"ENSG00000121753"	"Adhesion G protein-coupled receptors, subfamily B"	"adhesion G protein-coupled receptor B2"	"NM_001703"
"ADGRB3"	"ENSG00000135298"	"Adhesion G protein-coupled receptors, subfamily B"	"adhesion G protein-coupled receptor B3"	"NM_001704"
"ADGRD1"	"ENSG00000111452"	"Adhesion G protein-coupled receptors, subfamily D"	"adhesion G protein-coupled receptor D1"	"NM_198827"
"ADGRD2"	"ENSG00000180264"	"Adhesion G protein-coupled receptors, subfamily D"	"adhesion G protein-coupled receptor D2"	"NM_182611"
"ADGRE1"	"ENSG00000174837"	"Adhesion G protein-coupled receptors, subfamily E"	"adhesion G protein-coupled receptor E1"	"NM_001256252"
"ADGRE2"	"ENSG00000127507"	"CD molecules;Adhesion G protein-coupled receptors, subfamily E"	"adhesion G protein-coupled receptor E2"	"NM_001271052"
"ADGRE3"	"ENSG00000131355"	"Adhesion G protein-coupled receptors, subfamily E"	"adhesion G protein-coupled receptor E3"	"NM_032571"
"ADGRE5"	"ENSG00000123146"	"CD molecules;Adhesion G protein-coupled receptors, subfamily E"	"adhesion G protein-coupled receptor E5"	"NM_078481"
"ADGRF1"	"ENSG00000153292"	"Adhesion G protein-coupled receptors, subfamily F"	"adhesion G protein-coupled receptor F1"	"NM_153840"
"ADGRF2"	"ENSG00000164393"	"Adhesion G protein-coupled receptors, subfamily F"	"adhesion G protein-coupled receptor F2"	"NM_153839"
"ADGRF3"	"ENSG00000173567"	"Adhesion G protein-coupled receptors, subfamily F"	"adhesion G protein-coupled receptor F3"	"NM_153835"
"ADGRF4"	"ENSG00000153294"	"Adhesion G protein-coupled receptors, subfamily F"	"adhesion G protein-coupled receptor F4"	"NM_153838"
"ADGRF5"	"ENSG00000069122"	"I-set domain containing;Immunoglobulin like domain containing;Adhesion G protein-coupled receptors, subfamily F"	"adhesion G protein-coupled receptor F5"	"NM_015234"
"ADGRG1"	"ENSG00000205336"	"Adhesion G protein-coupled receptors, subfamily G"	"adhesion G protein-coupled receptor G1"	"NM_001145770"
"ADGRG2"	"ENSG00000173698"	"Adhesion G protein-coupled receptors, subfamily G"	"adhesion G protein-coupled receptor G2"	"NM_001079858"
"ADGRG3"	"ENSG00000182885"	"Adhesion G protein-coupled receptors, subfamily G"	"adhesion G protein-coupled receptor G3"	"NM_170776"
"ADGRG4"	"ENSG00000156920"	"Adhesion G protein-coupled receptors, subfamily G"	"adhesion G protein-coupled receptor G4"	"NM_153834"
"ADGRG5"	"ENSG00000159618"	"Adhesion G protein-coupled receptors, subfamily G"	"adhesion G protein-coupled receptor G5"	"NM_153837"
"ADGRG6"	"ENSG00000112414"	"Adhesion G protein-coupled receptors, subfamily G"	"adhesion G protein-coupled receptor G6"	"NM_001032394"
"ADGRG7"	"ENSG00000144820"	"Adhesion G protein-coupled receptors, subfamily G"	"adhesion G protein-coupled receptor G7"	"NM_001308362"
"ADGRL1"	"ENSG00000072071"	"Adhesion G protein-coupled receptors, subfamily L"	"adhesion G protein-coupled receptor L1"	"NM_014921"
"ADGRL2"	"ENSG00000117114"	"Adhesion G protein-coupled receptors, subfamily L"	"adhesion G protein-coupled receptor L2"	"NM_012302"
"ADGRL3"	"ENSG00000150471"	"Adhesion G protein-coupled receptors, subfamily L"	"adhesion G protein-coupled receptor L3"	"NM_001322246"
"ADGRL4"	"ENSG00000162618"	"Adhesion G protein-coupled receptors, subfamily L"	"adhesion G protein-coupled receptor L4"	"NM_022159"
"ADGRV1"	"ENSG00000164199"	"Adhesion G protein-coupled receptors, subfamily V;USH2 complex "	"adhesion G protein-coupled receptor V1"	"NM_032119"
"ADH1A"	"ENSG00000187758"	"Alcohol dehydrogenases"	"alcohol dehydrogenase 1A (class I), alpha polypeptide"	"NM_000667"
"ADH1B"	"ENSG00000196616"	"Alcohol dehydrogenases"	"alcohol dehydrogenase 1B (class I), beta polypeptide"	"NM_000668"
"ADH1C"	"ENSG00000248144"	"Alcohol dehydrogenases"	"alcohol dehydrogenase 1C (class I), gamma polypeptide"	"NM_000669"
"ADH4"	"ENSG00000198099"	"Alcohol dehydrogenases"	"alcohol dehydrogenase 4 (class II), pi polypeptide"	"NM_000670"
"ADH5"	"ENSG00000197894"	"Alcohol dehydrogenases"	"alcohol dehydrogenase 5 (class III), chi polypeptide"	"NM_000671"
"ADH6"	"ENSG00000172955"	"Alcohol dehydrogenases"	"alcohol dehydrogenase 6 (class V)"	"NM_000672"
"ADH7"	"ENSG00000196344"	"Alcohol dehydrogenases"	"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide"	"NM_000673"
"ADHFE1"	"ENSG00000147576"	"Alcohol dehydrogenases"	"alcohol dehydrogenase, iron containing 1"	"NM_144650"
"ADI1"	"ENSG00000182551"	"NULL"	"acireductone dioxygenase 1"	"NM_018269"
"ADIG"	"ENSG00000182035"	"NULL"	"adipogenin"	"NM_001018082"
"ADIPOQ"	"ENSG00000181092"	"Endogenous ligands;C1q and TNF related "	"adiponectin, C1Q and collagen domain containing"	"NM_004797"
"ADIPOR1"	"ENSG00000159346"	"Adiponectin receptors;Progestin and adipoQ receptor family"	"adiponectin receptor 1"	"NM_015999"
"ADIPOR2"	"ENSG00000006831"	"Adiponectin receptors;Progestin and adipoQ receptor family"	"adiponectin receptor 2"	"NM_024551"
"ADIRF"	"ENSG00000148671"	"NULL"	"adipogenesis regulatory factor"	"NM_006829"
"ADK"	"ENSG00000156110"	"NULL"	"adenosine kinase"	"NM_006721"
"ADM"	"ENSG00000148926"	"Endogenous ligands"	"adrenomedullin"	"NM_001124"
"ADM2"	"ENSG00000128165"	"Endogenous ligands"	"adrenomedullin 2"	"NM_024866"
"ADM5"	"ENSG00000224420"	"NULL"	"adrenomedullin 5 (putative)"	"NM_001101340"
"ADNP"	"ENSG00000101126"	"ZF class homeoboxes and pseudogenes"	"activity dependent neuroprotector homeobox"	"NM_181442"
"ADNP2"	"ENSG00000101544"	"Zinc fingers C2H2-type;ZF class homeoboxes and pseudogenes"	"ADNP homeobox 2"	"NM_014913"
"ADO"	"ENSG00000181915"	"NULL"	"2-aminoethanethiol dioxygenase"	"NM_032804"
"ADORA1"	"ENSG00000163485"	"Adenosine receptors"	"adenosine A1 receptor"	"NM_000674"
"ADORA2A"	"ENSG00000128271"	"Adenosine receptors"	"adenosine A2a receptor"	"NM_000675"
"ADORA2B"	"ENSG00000170425"	"Adenosine receptors"	"adenosine A2b receptor"	"NM_000676"
"ADORA3"	"ENSG00000282608"	"Adenosine receptors;V-set domain containing"	"adenosine A3 receptor"	"NM_000677;NM_020683"
"ADPGK"	"ENSG00000159322"	"NULL"	"ADP dependent glucokinase"	"NM_031284"
"ADPRH"	"ENSG00000144843"	"NULL"	"ADP-ribosylarginine hydrolase"	"NM_001125"
"ADPRHL1"	"ENSG00000153531"	"NULL"	"ADP-ribosylhydrolase like 1"	"NM_138430"
"ADPRHL2"	"ENSG00000116863"	"NULL"	"ADP-ribosylhydrolase like 2"	"NM_017825"
"ADPRM"	"ENSG00000170222"	"Sugar phosphatases"	"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent"	"NM_020233"
"ADRA1A"	"ENSG00000120907"	"Adrenoceptors"	"adrenoceptor alpha 1A"	"NM_033303"
"ADRA1B"	"ENSG00000170214"	"Adrenoceptors"	"adrenoceptor alpha 1B"	"NM_000679"
"ADRA1D"	"ENSG00000171873"	"Adrenoceptors"	"adrenoceptor alpha 1D"	"NM_000678"
"ADRA2A"	"ENSG00000150594"	"Adrenoceptors"	"adrenoceptor alpha 2A"	"NM_000681"
"ADRA2B"	"ENSG00000274286"	"Adrenoceptors"	"adrenoceptor alpha 2B"	"NM_000682"
"ADRA2C"	"ENSG00000184160"	"Adrenoceptors"	"adrenoceptor alpha 2C"	"NM_000683"
"ADRB1"	"ENSG00000043591"	"Adrenoceptors"	"adrenoceptor beta 1"	"NM_000684"
"ADRB2"	"ENSG00000169252"	"Adrenoceptors"	"adrenoceptor beta 2"	"NM_000024"
"ADRB3"	"ENSG00000188778"	"Adrenoceptors"	"adrenoceptor beta 3"	"NM_000025"
"ADRM1"	"ENSG00000130706"	"NULL"	"adhesion regulating molecule 1"	"NM_001281437"
"ADSL"	"ENSG00000239900"	"Purinosome"	"adenylosuccinate lyase"	"NM_000026"
"ADSS"	"ENSG00000035687"	"NULL"	"adenylosuccinate synthase"	"NM_001126"
"ADSSL1"	"ENSG00000185100"	"NULL"	"adenylosuccinate synthase like 1"	"NM_001320424"
"ADTRP"	"ENSG00000111863"	"NULL"	"androgen dependent TFPI regulating protein"	"NM_032744"
"AEBP1"	"ENSG00000106624"	"M14 carboxypeptidases"	"AE binding protein 1"	"NM_001129"
"AEBP2"	"ENSG00000139154"	"NULL"	"AE binding protein 2"	"NM_153207"
"AEN"	"ENSG00000181026"	"Exonucleases"	"apoptosis enhancing nuclease"	"NM_022767"
"AES"	"ENSG00000104964"	"NULL"	"amino-terminal enhancer of split"	"NM_198969"
"AFAP1"	"ENSG00000196526"	"Pleckstrin homology domain containing"	"actin filament associated protein 1"	"NM_021638"
"AFAP1L1"	"ENSG00000157510"	"Pleckstrin homology domain containing"	"actin filament associated protein 1 like 1"	"NM_152406"
"AFAP1L2"	"ENSG00000169129"	"Pleckstrin homology domain containing"	"actin filament associated protein 1 like 2"	"NM_032550"
"AFDN"	"ENSG00000130396"	"PDZ domain containing"	"afadin, adherens junction formation factor"	"NM_005936"
"AFF1"	"ENSG00000172493"	"AF4/FMR2 family;Super elongation complex"	"AF4/FMR2 family member 1"	"NM_005935"
"AFF2"	"ENSG00000155966"	"AF4/FMR2 family;Super elongation complex"	"AF4/FMR2 family member 2"	"NM_002025"
"AFF3"	"ENSG00000144218"	"AF4/FMR2 family;Super elongation complex"	"AF4/FMR2 family member 3"	"NM_002285"
"AFF4"	"ENSG00000072364"	"AF4/FMR2 family;Super elongation complex"	"AF4/FMR2 family member 4"	"NM_014423"
"AFG1L"	"ENSG00000135537"	"NULL"	"AFG1 like ATPase"	"NM_145315"
"AFG3L2"	"ENSG00000141385"	"AAA ATPases"	"AFG3 like matrix AAA peptidase subunit 2"	"NM_006796"
"AFM"	"ENSG00000079557"	"NULL"	"afamin"	"NM_001133"
"AFMID"	"ENSG00000183077"	"NULL"	"arylformamidase"	"NM_001145526"
"AFP"	"ENSG00000081051"	"NULL"	"alpha fetoprotein"	"NM_001134"
"AFTPH"	"ENSG00000119844"	"NULL"	"aftiphilin"	"NM_017657"
"AGA"	"ENSG00000038002"	"NULL"	"aspartylglucosaminidase"	"NM_000027"
"AGAP1"	"ENSG00000157985"	"ArfGAPs;Ankyrin repeat domain containing;Pleckstrin homology domain containing;BAR-PH domain containing"	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"	"NM_014914"
"AGAP2"	"ENSG00000135439"	"ArfGAPs;Ankyrin repeat domain containing;Pleckstrin homology domain containing;BAR-PH domain containing"	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2"	"NM_014770"
"AGAP3"	"ENSG00000133612"	"ArfGAPs;Ankyrin repeat domain containing;Pleckstrin homology domain containing;BAR-PH domain containing"	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3"	"NM_031946"
