"symbol"	"ensembl_gene_id"	"gene_family"	"name"	"refseq_accession"
"TRAJ58"	"ENSG00000211833"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 58 (non-functional)"	"NG_001332"
"TRAJ59"	"ENSG00000211832"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 59 (non-functional)"	"NG_001332"
"TRAJ61"	"ENSG00000211831"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha joining 61 (non-functional)"	"NG_001332"
"TRAV1-1"	"ENSG00000255569"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 1-1"	"NG_001332"
"TRAV1-2"	"ENSG00000256553"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 1-2"	"NG_001332"
"TRAV2"	"ENSG00000211776"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 2"	"NG_001332"
"TRAV3"	"ENSG00000211777"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 3 (gene/pseudogene)"	"NG_001332"
"TRAV4"	"ENSG00000211778"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 4"	"NG_001332"
"TRAV5"	"ENSG00000211779"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 5"	"NG_001332"
"TRAV6"	"ENSG00000211780"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 6"	"NG_001332"
"TRAV7"	"ENSG00000211781"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 7"	"NG_001332"
"TRAV8-1"	"ENSG00000211782"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 8-1"	"NG_001332"
"TRAV8-2"	"ENSG00000211786"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 8-2"	"NG_001332"
"TRAV8-3"	"ENSG00000211787"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 8-3"	"NG_001332"
"TRAV8-4"	"ENSG00000211790"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 8-4"	"NG_001332"
"TRAV8-6"	"ENSG00000211795"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 8-6"	"NG_001332"
"TRAV8-7"	"ENSG00000211808"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 8-7 (non-functional)"	"NG_001332"
"TRAV9-1"	"ENSG00000211783"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 9-1"	"NG_001332"
"TRAV9-2"	"ENSG00000211793"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 9-2"	"NG_001332"
"TRAV10"	"ENSG00000211784"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 10"	"NG_001332"
"TRAV12-1"	"ENSG00000211785"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 12-1"	"NG_001332"
"TRAV12-2"	"ENSG00000211789"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 12-2"	"NG_001332"
"TRAV12-3"	"ENSG00000211794"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 12-3"	"NG_001332"
"TRAV13-1"	"ENSG00000211788"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 13-1"	"NG_001332"
"TRAV13-2"	"ENSG00000211791"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 13-2"	"NG_001332"
"TRAV14DV4"	"ENSG00000211792"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 14/delta variable 4"	"NG_001332"
"TRAV16"	"ENSG00000211796"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 16"	"NG_001332"
"TRAV17"	"ENSG00000211797"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 17"	"NG_001332"
"TRAV18"	"ENSG00000211798"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 18"	"NG_001332"
"TRAV19"	"ENSG00000211799"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 19"	"NG_001332"
"TRAV20"	"ENSG00000211800"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 20"	"NG_001332"
"TRAV21"	"ENSG00000211801"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 21"	"NG_001332"
"TRAV22"	"ENSG00000211802"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 22"	"NG_001332"
"TRAV23DV6"	"ENSG00000211803"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 23/delta variable 6"	"NG_001332"
"TRAV24"	"ENSG00000211805"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 24"	"NG_001332"
"TRAV25"	"ENSG00000211806"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 25"	"NG_001332"
"TRAV26-1"	"ENSG00000211807"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 26-1"	"NG_001332"
"TRAV26-2"	"ENSG00000211812"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 26-2"	"NG_001332"
"TRAV27"	"ENSG00000211809"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 27"	"NG_001332"
"TRAV29DV5"	"ENSG00000211810"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 29/delta variable 5 (gene/pseudogene)"	"NG_001332"
"TRAV30"	"ENSG00000259092"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 30"	"NG_001332"
"TRAV34"	"ENSG00000211813"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 34"	"NG_001332"
"TRAV35"	"ENSG00000211814"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 35"	"NG_001332"
"TRAV36DV7"	"ENSG00000211815"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 36/delta variable 7"	"NG_001332"
"TRAV38-1"	"ENSG00000211816"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 38-1"	"NG_001332"
"TRAV38-2DV8"	"ENSG00000211817"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 38-2/delta variable 8"	"NG_001332"
"TRAV39"	"ENSG00000211818"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 39"	"NG_001332"
"TRAV40"	"ENSG00000211819"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 40"	"NG_001332"
"TRAV41"	"ENSG00000211820"	"T cell receptor alpha locus at 14q11.2"	"T cell receptor alpha variable 41"	"NG_001332"
"TRBC1"	"ENSG00000211751"	"T cell receptor beta locus at 7q34"	"T cell receptor beta constant 1"	"NG_001333"
"TRBC2"	"ENSG00000211772"	"T cell receptor beta locus at 7q34"	"T cell receptor beta constant 2"	"NG_001333"
"TRBD1"	"ENSG00000282431"	"T cell receptor beta locus at 7q34"	"T cell receptor beta diversity 1"	"NG_001333"
"TRBD2"	NA	"T cell receptor beta locus at 7q34"	"T cell receptor beta diversity 2"	"NG_001333"
"TRBJ1-1"	"ENSG00000282320"	"T cell receptor beta locus at 7q34"	"T cell receptor beta joining 1-1"	"NG_001333"
"TRBJ1-2"	"ENSG00000282420"	"T cell receptor beta locus at 7q34"	"T cell receptor beta joining 1-2"	"NG_001333"
"TRBJ1-3"	"ENSG00000282133"	"T cell receptor beta locus at 7q34"	"T cell receptor beta joining 1-3"	"NG_001333"
"TRBJ1-4"	"ENSG00000281958"	"T cell receptor beta locus at 7q34"	"T cell receptor beta joining 1-4"	"NG_001333"
"TRBJ1-5"	"ENSG00000282173"	"T cell receptor beta locus at 7q34"	"T cell receptor beta joining 1-5"	"NG_001333"
"TRBJ1-6"	"ENSG00000282780"	"T cell receptor beta locus at 7q34"	"T cell receptor beta joining 1-6"	"NG_001333"
"TRBJ2-1"	"ENSG00000211764"	"T cell receptor beta locus at 7q34"	"T cell receptor beta joining 2-1"	"NG_001333"
"TRBJ2-2"	"ENSG00000211765"	"T cell receptor beta locus at 7q34"	"T cell receptor beta joining 2-2"	"NG_001333"
"TRBJ2-2P"	"ENSG00000211766"	"T cell receptor beta locus at 7q34"	"T cell receptor beta joining 2-2P (non-functional)"	"NG_001333"
"TRBJ2-3"	"ENSG00000211767"	"T cell receptor beta locus at 7q34"	"T cell receptor beta joining 2-3"	"NG_001333"
"TRBJ2-4"	"ENSG00000211768"	"T cell receptor beta locus at 7q34"	"T cell receptor beta joining 2-4"	"NG_001333"
"TRBJ2-5"	"ENSG00000211769"	"T cell receptor beta locus at 7q34"	"T cell receptor beta joining 2-5"	"NG_001333"
"TRBJ2-6"	"ENSG00000211770"	"T cell receptor beta locus at 7q34"	"T cell receptor beta joining 2-6"	"NG_001333"
"TRBJ2-7"	"ENSG00000211771"	"T cell receptor beta locus at 7q34"	"T cell receptor beta joining 2-7"	"NG_001333"
"TRBV2"	"ENSG00000226660"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 2"	"NG_001333"
"TRBV3-1"	"ENSG00000237702"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 3-1"	"NG_001333"
"TRBV4-1"	"ENSG00000211710"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 4-1"	"NG_001333"
"TRBV4-2"	"ENSG00000211745"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 4-2"	"NG_001333"
"TRBV5-1"	"ENSG00000211734"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 5-1"	"NG_001333"
"TRBV5-3"	"ENSG00000211715"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 5-3 (non-functional)"	"NG_001333"
"TRBV5-4"	"ENSG00000230099"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 5-4"	"NG_001333"
"TRBV5-5"	"ENSG00000211725"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 5-5"	"NG_001333"
"TRBV5-6"	"ENSG00000211728"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 5-6"	"NG_001333"
"TRBV5-7"	"ENSG00000211731"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 5-7 (non-functional)"	"NG_001333"
"TRBV6-1"	"ENSG00000211706"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 6-1"	"NG_001333"
"TRBV6-2"	"ENSG00000283063"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 6-2 (gene/pseudogene)"	"NG_001333"
"TRBV6-4"	"ENSG00000211713"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 6-4"	"NG_001333"
"TRBV6-5"	"ENSG00000211721"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 6-5"	"NG_001333"
"TRBV6-6"	"ENSG00000211724"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 6-6"	"NG_001333"
"TRBV6-7"	"ENSG00000253188"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 6-7 (non-functional)"	"NG_001333"
"TRBV6-8"	"ENSG00000253534"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 6-8"	"NG_001333"
"TRBV7-1"	"ENSG00000211707"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 7-1 (non-functional)"	"NG_001333"
"TRBV7-2"	"ENSG00000282939"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 7-2"	"NG_001333"
"TRBV7-3"	"ENSG00000211714"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 7-3"	"NG_001333"
"TRBV7-4"	"ENSG00000253409"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 7-4 (gene/pseudogene)"	"NG_001333"
"TRBV7-6"	"ENSG00000211727"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 7-6"	"NG_001333"
"TRBV7-7"	"ENSG00000253291"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 7-7"	"NG_001333"
"TRBV7-9"	"ENSG00000278030"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 7-9"	"NG_001333"
"TRBV9"	"ENSG00000211716"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 9"	"NG_001333"
"TRBV10-1"	"ENSG00000211717"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 10-1(gene/pseudogene)"	"NG_001333"
"TRBV10-2"	"ENSG00000229769"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 10-2"	"NG_001333"
"TRBV10-3"	"ENSG00000275791"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 10-3"	"NG_001333"
"TRBV11-1"	"ENSG00000211720"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 11-1"	"NG_001333"
"TRBV11-2"	"ENSG00000241657"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 11-2"	"NG_001333"
"TRBV11-3"	"ENSG00000276597"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 11-3"	"NG_001333"
"TRBV12-3"	"ENSG00000274752"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 12-3"	"NG_001333"
"TRBV12-4"	"ENSG00000276953"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 12-4"	"NG_001333"
"TRBV12-5"	"ENSG00000275158"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 12-5"	"NG_001333"
"TRBV13"	"ENSG00000276405"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 13"	"NG_001333"
"TRBV14"	"ENSG00000275743"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 14"	"NG_001333"
"TRBV15"	"ENSG00000276819"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 15"	"NG_001333"
"TRBV16"	"ENSG00000275243"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 16 (gene/pseudogene)"	"NG_001333"
"TRBV17"	"ENSG00000277880"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 17 (non-functional)"	"NG_001333"
"TRBV18"	"ENSG00000276557"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 18"	"NG_001333"
"TRBV19"	"ENSG00000211746"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 19"	"NG_001333"
"TRBV20-1"	"ENSG00000211747"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 20-1"	"NG_001333"
"TRBV20OR9-2"	"ENSG00000205274"	"T cell receptor beta (TRB) orphons"	"T cell receptor beta variable 20/OR9-2 (non-functional)"	"NG_001337"
"TRBV23-1"	"ENSG00000211749"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 23-1 (non-functional)"	"NG_001333"
"TRBV24-1"	"ENSG00000211750"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 24-1"	"NG_001333"
"TRBV25-1"	"ENSG00000282499"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 25-1"	"NG_001333"
"TRBV27"	"ENSG00000211752"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 27"	"NG_001333"
"TRBV28"	"ENSG00000211753"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 28"	"NG_001333"
"TRBV29-1"	"ENSG00000232869"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 29-1"	"NG_001333"
"TRBV29OR9-2"	"ENSG00000223394"	"T cell receptor beta (TRB) orphons"	"T cell receptor beta variable 29/OR9-2 (non-functional)"	"NG_001337"
"TRBV30"	"ENSG00000237254"	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable 30 (gene/pseudogene)"	"NG_001333"
"TRBVC"	NA	"T cell receptor beta locus at 7q34"	"T cell receptor beta variable C"	"NULL"
"TRDC"	"ENSG00000211829"	"T cell receptor delta locus at 14q11.2"	"T cell receptor delta constant"	"NG_001332"
"TRDD1"	"ENSG00000223997"	"T cell receptor delta locus at 14q11.2"	"T cell receptor delta diversity 1"	"NG_001332"
"TRDD2"	"ENSG00000237235"	"T cell receptor delta locus at 14q11.2"	"T cell receptor delta diversity 2"	"NG_001332"
"TRDD3"	"ENSG00000228985"	"T cell receptor delta locus at 14q11.2"	"T cell receptor delta diversity 3"	"NG_001332"
"TRDJ1"	"ENSG00000211825"	"T cell receptor delta locus at 14q11.2"	"T cell receptor delta joining 1"	"NG_001332"
"TRDJ2"	"ENSG00000211827"	"T cell receptor delta locus at 14q11.2"	"T cell receptor delta joining 2"	"NG_001332"
"TRDJ3"	"ENSG00000211828"	"T cell receptor delta locus at 14q11.2"	"T cell receptor delta joining 3"	"NG_001332"
"TRDJ4"	"ENSG00000211826"	"T cell receptor delta locus at 14q11.2"	"T cell receptor delta joining 4"	"NG_001332"
"TRDV1"	"ENSG00000211804"	"T cell receptor delta locus at 14q11.2"	"T cell receptor delta variable 1"	"NG_001332"
"TRDV2"	"ENSG00000211821"	"T cell receptor delta locus at 14q11.2"	"T cell receptor delta variable 2"	"NG_001332"
"TRDV3"	"ENSG00000256590"	"T cell receptor delta locus at 14q11.2"	"T cell receptor delta variable 3"	"NG_001332"
"TRGC1"	"ENSG00000211689"	"T cell receptor gamma locus at 7p14"	"T cell receptor gamma constant 1"	"NG_001336"
"TRGC2"	"ENSG00000227191"	"T cell receptor gamma locus at 7p14"	"T cell receptor gamma constant 2"	"NG_001336"
"TRGJ1"	"ENSG00000211690"	"T cell receptor gamma locus at 7p14"	"T cell receptor gamma joining 1"	"NG_001336"
"TRGJ2"	"ENSG00000211687"	"T cell receptor gamma locus at 7p14"	"T cell receptor gamma joining 2"	"NG_001336"
"TRGJP"	"ENSG00000211691"	"T cell receptor gamma locus at 7p14"	"T cell receptor gamma joining P"	"NG_001336"
"TRGJP1"	"ENSG00000211692"	"T cell receptor gamma locus at 7p14"	"T cell receptor gamma joining P1"	"NG_001336"
"TRGJP2"	"ENSG00000211688"	"T cell receptor gamma locus at 7p14"	"T cell receptor gamma joining P2"	"NG_001336"
"TRGV1"	"ENSG00000211701"	"T cell receptor gamma locus at 7p14"	"T cell receptor gamma variable 1 (non-functional)"	"NG_001336"
"TRGV2"	"ENSG00000233306"	"T cell receptor gamma locus at 7p14"	"T cell receptor gamma variable 2"	"NG_001336"
"TRGV3"	"ENSG00000211699"	"T cell receptor gamma locus at 7p14"	"T cell receptor gamma variable 3"	"NG_001336"
"TRGV4"	"ENSG00000211698"	"T cell receptor gamma locus at 7p14"	"T cell receptor gamma variable 4"	"NG_001336"
"TRGV5"	"ENSG00000211697"	"T cell receptor gamma locus at 7p14"	"T cell receptor gamma variable 5"	"NG_001336"
"TRGV8"	"ENSG00000211696"	"T cell receptor gamma locus at 7p14"	"T cell receptor gamma variable 8"	"NG_001336"
"TRGV9"	"ENSG00000211695"	"T cell receptor gamma locus at 7p14"	"T cell receptor gamma variable 9"	"NG_001336"
"TRGV10"	"ENSG00000211694"	"T cell receptor gamma locus at 7p14"	"T cell receptor gamma variable 10 (non-functional)"	"NG_001336"
"TRGV11"	"ENSG00000211693"	"T cell receptor gamma locus at 7p14"	"T cell receptor gamma variable 11 (non-functional)"	"NG_001336"
"TRIM6-TRIM34"	"ENSG00000258588"	"NULL"	"TRIM6-TRIM34 readthrough"	"NM_001003819"
"TRIM39-RPP21"	"ENSG00000248167"	"NULL"	"TRIM39-RPP21 readthrough"	"NM_001199119.1"
"TRIM75P"	"ENSG00000250374"	"Ring finger proteins;Tripartite motif containing"	"tripartite motif containing 75, pseudogene"	"NG_016722"
"TSHRL1"	NA	"NULL"	"thyroid stimulating hormone receptor like 1"	"NULL"
"TSHRL2"	NA	"NULL"	"thyroid stimulating hormone receptor like 2"	"NULL"
"TSHRL3"	NA	"NULL"	"thyroid stimulating hormone receptor like 3"	"NULL"
"TSNAX-DISC1"	"ENSG00000270106"	"NULL"	"TSNAX-DISC1 readthrough (NMD candidate)"	"NR_028393"
"TTLL13P"	"ENSG00000213471"	"Tubulin tyrosine ligase family"	"tubulin tyrosine ligase like 13, pseudogene"	"NR_104604"
"TTTY13C"	NA	"NULL"	"testis-specific transcript, Y-linked 13C"	"NULL"
"TUBB8P12"	"ENSG00000173213"	"NULL"	"tubulin beta 8 pseudogene 12"	"NG_002339"
"TVP23C-CDRT4"	"ENSG00000259024"	"NULL"	"TVP23C-CDRT4 readthrough"	"NM_001204478"
"TYMSOS"	"ENSG00000176912"	"NULL"	"TYMS opposite strand"	"NM_001012716"
"UBE2F-SCLY"	"ENSG00000258984"	"NULL"	"UBE2F-SCLY readthrough (NMD candidate)"	"NR_037904"
"UBE2Q2L"	"ENSG00000259511"	"NULL"	"ubiquitin conjugating enzyme E2 Q2 like"	"NM_001243531"
"UGT1A1"	"ENSG00000241635"	"UDP glucuronosyltransferases"	"UDP glucuronosyltransferase family 1 member A1"	"NM_000463"
"UGT1A2P"	"ENSG00000228445"	"UDP glucuronosyltransferases"	"UDP glucuronosyltransferase family 1 member A2, pseudogene"	"NG_001285"
"UGT1A3"	"ENSG00000243135"	"UDP glucuronosyltransferases"	"UDP glucuronosyltransferase family 1 member A3"	"NM_019093"
"UGT1A4"	"ENSG00000244474"	"UDP glucuronosyltransferases"	"UDP glucuronosyltransferase family 1 member A4"	"NM_007120"
"UGT1A5"	"ENSG00000240224"	"UDP glucuronosyltransferases"	"UDP glucuronosyltransferase family 1 member A5"	"NM_019078"
"UGT1A6"	"ENSG00000167165"	"UDP glucuronosyltransferases"	"UDP glucuronosyltransferase family 1 member A6"	"NM_205862"
"UGT1A7"	"ENSG00000244122"	"UDP glucuronosyltransferases"	"UDP glucuronosyltransferase family 1 member A7"	"NM_019077"
"UGT1A8"	"ENSG00000242366"	"UDP glucuronosyltransferases"	"UDP glucuronosyltransferase family 1 member A8"	"NM_019076"
"UGT1A9"	"ENSG00000241119"	"UDP glucuronosyltransferases"	"UDP glucuronosyltransferase family 1 member A9"	"NM_021027"
"UGT1A10"	"ENSG00000242515"	"UDP glucuronosyltransferases"	"UDP glucuronosyltransferase family 1 member A10"	"NM_019075"
"UGT2A2"	"ENSG00000271271"	"UDP glucuronosyltransferases"	"UDP glucuronosyltransferase family 2 member A2"	"NM_001105677"
"URGCP-MRPS24"	"ENSG00000270617"	"NULL"	"URGCP-MRPS24 readthrough"	"NM_001204871"
"VIS1"	NA	"NULL"	"viral integration site 1"	"NULL"
"WASHC2D"	NA	"WASH complex"	"WASH complex subunit 2D"	"NG_012764"
"WBSCR2"	NA	"NULL"	"Williams-Beuren syndrome chromosome region 2"	"NULL"
"WHCR"	NA	"NULL"	"Wolf-Hirschhorn syndrome chromosome region"	"NULL"
"XCE"	NA	"NULL"	"X chromosome controlling element"	"NULL"
"XIC"	NA	"NULL"	"X chromosome inactivation center"	"NULL"
"XKRY"	"ENSG00000250868"	"XK related family"	"XK related, Y-linked"	"NM_004677"
"XKRY2"	"ENSG00000244646"	"XK related family"	"XK related, Y-linked 2"	"NM_001002906"
"XWNPEP"	NA	"Aminopeptidases"	"X-tryptophanyl aminopeptidase"	"NULL"
"ZCCHC23"	"ENSG00000246774"	"Zinc fingers CCHC-type"	"zinc finger CCHC-type containing 23"	"NM_001039778"
"ZFP91-CNTF"	"ENSG00000255073"	"NULL"	"ZFP91-CNTF readthrough (NMD candidate)"	"NM_170768"
"ZHX1-C8orf76"	"ENSG00000259305"	"NULL"	"ZHX1-C8orf76 readthrough"	"NM_001204180"
"ZNF56"	NA	"Zinc fingers C2H2-type"	"zinc finger protein 56"	"NG_023190"
"ZNF73"	NA	"Zinc fingers C2H2-type"	"zinc finger protein 73"	"NG_053100"
"ZNF511-PRAP1"	"ENSG00000283496"	"NULL"	"ZNF511-PRAP1 readthrough"	"NULL"
"ZNF559-ZNF177"	"ENSG00000270011"	"NULL"	"ZNF559-ZNF177 readthrough"	"NM_001172650"
"ZNF625-ZNF20"	"ENSG00000213297"	"NULL"	"ZNF625-ZNF20 readthrough (NMD candidate)"	"NR_037802"
"ZNF670-ZNF695"	"ENSG00000135747"	"NULL"	"ZNF670-ZNF695 readthrough (NMD candidate)"	"NR_037894"
"ZNF705F"	NA	"Zinc fingers C2H2-type"	"zinc finger protein 705F"	"NULL"
"ZNF806"	"ENSG00000018607"	"Zinc fingers C2H2-type"	"zinc finger protein 806"	"XM_497879"
"ZNF807"	"ENSG00000248830"	"Zinc fingers C2H2-type"	"zinc finger protein 807"	"NG_011972"
"ZNF816-ZNF321P"	"ENSG00000221874"	"NULL"	"ZNF816-ZNF321P readthrough"	"NM_001202473"
